TIME,CH1,CH2,CH3,CH4
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.12,1.02
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.22,1.16,0.98
-1.25E-01,2.36,1.22,1.16,0.98
-1.25E-01,2.36,1.18,1.12,1.02
-1.25E-01,2.36,1.18,1.12,1.02
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.32,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.32,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.14,1.12,0.98
-1.25E-01,2.36,1.14,1.12,1.02
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,1.02
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.22,1.16,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.16,1.02
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.12,0.94
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.4,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,1.02
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.22,1.12,0.98
-1.25E-01,2.36,1.22,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,1.02
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.22,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.16,1.02
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,1.02
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.14,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.16,1.02
-1.25E-01,2.36,1.22,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.14,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.32,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.14,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.16,0.98
-1.25E-01,2.36,1.18,1.12,0.98
-1.25E-01,2.36,1.18,1.16,0.94
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.22,1.12,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.4,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,1.02
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.4,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.22,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.22,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.22,1.12,0.98
-1.24E-01,2.4,1.18,1.12,0.98
-1.24E-01,2.4,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.32,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.94
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.22,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.14,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.22,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.14,1.12,0.98
-1.24E-01,2.32,1.22,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.4,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.4,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.22,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.94
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.94
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.22,1.16,0.98
-1.24E-01,2.32,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.22,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,1.02
-1.24E-01,2.4,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.22,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.36,1.18,1.12,0.98
-1.24E-01,2.36,1.22,1.16,0.98
-1.24E-01,2.36,1.18,1.16,0.98
-1.24E-01,2.4,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.94
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.36,1.22,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.94
-1.23E-01,2.36,1.22,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.94
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.16,0.94
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.22,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.4,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.32,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.94
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.4,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.22,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.32,1.18,1.12,0.98
-1.23E-01,2.36,1.14,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.4,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.94
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.32,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.16,0.94
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.4,1.18,1.16,0.98
-1.23E-01,2.32,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.94
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.94
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.94
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.94
-1.23E-01,2.36,1.14,1.12,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.16,0.94
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.4,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.94
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.14,1.16,0.94
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.12,0.94
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.94
-1.23E-01,2.36,1.18,1.16,0.94
-1.23E-01,2.36,1.18,1.16,0.94
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.94
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.4,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.32,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.4,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.12,0.98
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.4,1.18,1.16,0.94
-1.23E-01,2.36,1.18,1.16,0.98
-1.23E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.12,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.4,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.12,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.12,0.98
-1.22E-01,2.36,1.18,1.12,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.12,0.98
-1.22E-01,2.36,1.18,1.12,0.94
-1.22E-01,2.36,1.18,1.12,0.98
-1.22E-01,2.36,1.18,1.12,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.12,0.98
-1.22E-01,2.36,1.22,1.12,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.12,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.12,0.98
-1.22E-01,2.36,1.18,1.12,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.12,0.98
-1.22E-01,2.36,1.18,1.12,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.12,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.4,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.12,0.94
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.12,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.12,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.12,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.12,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.4,1.14,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.12,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.12,0.94
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.12,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.12,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.4,1.18,1.16,0.98
-1.22E-01,2.36,1.14,1.2,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.12,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.14,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.4,1.18,1.16,0.98
-1.22E-01,2.36,1.14,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.4,1.18,1.16,0.94
-1.22E-01,2.36,1.22,1.16,0.94
-1.22E-01,2.36,1.18,1.12,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.12,0.98
-1.22E-01,2.4,1.22,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.4,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.22,1.16,0.98
-1.22E-01,2.36,1.18,1.12,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.12,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.22E-01,2.36,1.18,1.16,0.94
-1.22E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.14,1.16,0.98
-1.21E-01,2.36,1.22,1.16,0.94
-1.21E-01,2.36,1.18,1.12,0.94
-1.21E-01,2.36,1.18,1.12,0.94
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.12,0.98
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.22,1.12,0.98
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.12,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.12,0.98
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.12,0.94
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.12,0.94
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.12,0.94
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.12,0.94
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.12,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.12,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.12,0.98
-1.21E-01,2.36,1.18,1.12,0.94
-1.21E-01,2.4,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.12,0.98
-1.21E-01,2.4,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.12,0.98
-1.21E-01,2.36,1.22,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.12,0.98
-1.21E-01,2.36,1.18,1.12,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.14,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.22,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.22,1.12,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.12,0.98
-1.21E-01,2.36,1.18,1.12,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.12,0.94
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.98
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.16,0.94
-1.21E-01,2.36,1.18,1.12,0.94
